t_s,BTC_TASK,BTU_TASK,IDLE0,IDLE1,audio,btController,esp_timer,hciT,input,ipc0,ipc1,maint,ui,charge_coeur0,charge_coeur1
8747.3,0.0,0.0,95.25,81.25,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
8757.4,0.0,0.0,95.24,81.25,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.09
8767.5,0.0,0.0,95.14,80.56,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.82
8777.6,0.0,0.0,95.23,81.27,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.1
8787.8,0.0,0.0,95.23,81.27,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.09
8797.9,0.0,0.0,95.24,80.58,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.81
8808.0,0.0,0.0,95.24,81.21,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
8818.2,0.0,0.0,95.24,81.3,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
8828.3,0.0,0.0,95.23,80.62,16.05,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.72,2.14,16.77
8838.4,0.0,0.0,95.24,81.26,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
8848.5,0.0,0.0,95.24,81.25,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.1
8858.7,0.0,0.0,95.23,80.63,16.05,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.78
8868.8,0.0,0.0,95.24,81.25,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
8878.9,0.0,0.0,95.24,81.24,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.1
8889.0,0.0,0.0,95.23,80.62,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.8
8899.2,0.0,0.0,95.24,81.25,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
8909.3,0.0,0.0,95.24,81.26,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
8919.4,0.0,0.0,95.24,80.59,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.82
8929.5,0.0,0.0,95.24,81.21,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
8939.7,0.0,0.0,95.24,81.29,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.11
8949.8,0.0,0.0,95.23,80.56,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.83
8959.9,0.0,0.0,95.24,81.3,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.11
8970.0,0.0,0.0,95.24,81.29,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
8980.1,0.0,0.0,95.25,80.58,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.8
8990.3,0.0,0.0,95.24,81.28,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.12
9000.4,0.0,0.0,95.26,81.26,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.06
9010.5,0.0,0.0,95.25,80.63,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.82
9020.6,0.0,0.0,95.24,81.24,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
9030.8,0.0,0.0,95.24,81.31,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
9040.9,0.0,0.0,95.24,80.38,16.25,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.98
9051.0,0.0,0.0,95.24,81.29,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.08
9061.1,0.0,0.0,95.24,81.31,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
9071.2,0.0,0.0,95.25,80.53,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.72,2.16,16.84
9081.4,0.0,0.0,95.25,81.32,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.06
9091.5,0.0,0.0,95.24,81.3,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.09
9101.6,0.0,0.0,95.22,80.59,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.81
9111.7,0.0,0.0,95.25,81.22,16.13,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.13
9121.8,0.0,0.0,95.24,81.31,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
9132.0,0.0,0.0,95.25,80.53,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,16.79
9142.1,0.0,0.0,95.23,81.35,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
9152.2,0.0,0.0,95.26,81.25,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.12
9162.3,0.0,0.0,95.26,80.59,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.79
9172.4,0.0,0.0,95.23,81.26,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.09
9182.6,0.0,0.0,95.24,81.26,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
9192.7,0.0,0.0,95.24,80.51,16.14,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.87
9202.8,0.0,0.0,95.25,81.36,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.08
9212.9,0.0,0.0,95.24,81.25,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.12
9223.0,0.0,0.0,95.23,80.56,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.84
9233.2,0.0,0.0,95.23,81.08,16.25,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.25
9243.3,0.0,0.0,95.23,81.27,16.13,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.13
9253.4,0.0,0.0,95.26,80.54,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.81
9263.5,0.0,0.0,95.25,81.33,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
9273.6,0.0,0.0,95.24,81.27,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.12
9283.8,0.0,0.0,95.25,80.58,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,16.81
9293.9,0.0,0.0,95.24,81.29,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.07
9304.0,0.0,0.0,95.25,81.3,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
9314.1,0.0,0.0,95.24,80.53,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.85
9324.3,0.0,0.0,95.24,81.33,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
9334.4,0.0,0.0,95.27,80.52,16.14,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.87
9344.5,0.0,0.0,95.23,81.26,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.06
9354.6,0.0,0.0,95.26,81.33,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.07
9364.7,0.0,0.0,95.25,80.58,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,16.86
9374.9,0.0,0.0,95.25,81.28,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.06
9385.0,0.0,0.0,95.25,81.3,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
9395.1,0.0,0.0,95.26,80.54,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.85
9405.2,0.0,0.0,95.24,81.33,16.05,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.05
9415.4,0.0,0.0,95.24,81.26,16.14,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.14
9425.5,0.0,0.0,95.27,80.56,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.72,2.14,16.78
9435.6,0.0,0.0,95.24,81.38,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.06
9445.7,0.0,0.0,95.25,81.19,16.13,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.13
9455.9,0.0,0.0,95.27,80.66,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.8
9466.0,0.0,0.0,95.24,81.27,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
9476.1,0.0,0.0,95.25,81.26,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
9486.2,0.0,0.0,95.26,80.61,16.05,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.78
9496.4,0.0,0.0,95.23,81.25,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.12
9506.5,0.0,0.0,95.26,81.31,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.07
9516.6,0.0,0.0,95.24,80.62,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.73,2.18,16.81
9526.7,0.0,0.0,95.24,81.24,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.11
9536.8,0.0,0.0,95.5,83.25,14.37,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,14.37
9547.0,0.0,0.0,95.87,85.71,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.73,2.12,12.26
9557.1,0.0,0.0,95.86,86.42,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.5
9567.2,0.0,0.0,95.87,86.46,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.55
9577.3,0.0,0.0,95.87,85.73,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.28
9587.4,0.0,0.0,95.88,86.47,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.54
9597.6,0.0,0.0,95.88,86.45,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.52
9607.7,0.0,0.0,95.86,85.73,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,12.28
9617.8,0.0,0.0,95.86,86.46,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.51
9627.9,0.0,0.0,95.88,86.39,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.54
9638.0,0.0,0.0,95.87,85.78,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,12.28
9648.2,0.0,0.0,95.86,86.46,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.5
9658.3,0.0,0.0,95.88,86.4,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.54
9668.4,0.0,0.0,95.85,85.74,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,12.26
9678.5,0.0,0.0,95.87,86.5,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.52
9688.6,0.0,0.0,95.87,86.48,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
9698.8,0.0,0.0,95.87,85.71,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.28
9708.9,0.0,0.0,95.87,86.45,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.53
9719.0,0.0,0.0,95.86,86.42,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
9729.1,0.0,0.0,95.88,85.76,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,12.26
9739.2,0.0,0.0,95.87,86.5,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
9749.4,0.0,0.0,95.86,86.41,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.54
9759.5,0.0,0.0,95.86,85.7,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.28
9769.6,0.0,0.0,95.86,86.36,11.66,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.66
9779.7,0.0,0.0,95.88,86.43,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.54
9789.8,0.0,0.0,95.87,85.7,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,12.27
9800.0,0.0,0.0,95.86,86.48,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
9810.1,0.0,0.0,95.87,86.46,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.54
9820.2,0.0,0.0,95.85,85.73,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,12.28
9830.3,0.0,0.0,95.87,86.41,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
9840.4,0.0,0.0,95.87,86.48,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.53
9850.6,0.0,0.0,95.87,85.75,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.26
9860.7,0.0,0.0,95.87,86.41,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
9870.8,0.0,0.0,95.87,86.45,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.55
9880.9,0.0,0.0,95.86,85.72,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,12.25
9891.1,0.0,0.0,95.86,86.51,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
9901.2,0.0,0.0,95.87,86.4,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.54
9911.3,0.0,0.0,95.87,85.77,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,12.26
9921.4,0.0,0.0,95.86,86.42,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
9931.5,0.0,0.0,95.86,86.46,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.56
9941.7,0.0,0.0,95.86,85.76,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,12.26
9951.8,0.0,0.0,95.87,86.39,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.53
9961.9,0.0,0.0,95.87,86.49,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.52
9972.0,0.0,0.0,95.83,85.71,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.75,2.16,12.26
9982.1,0.0,0.0,95.86,86.41,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.53
9992.3,0.0,0.0,95.87,86.51,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.52
10002.4,0.0,0.0,95.87,85.56,11.67,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.41
10012.5,0.0,0.0,95.86,86.5,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10022.6,0.0,0.0,95.86,86.39,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.52
10032.8,0.0,0.0,95.87,85.78,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,12.25
10042.9,0.0,0.0,95.85,86.44,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10053.0,0.0,0.0,95.86,86.43,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10063.2,0.0,0.0,95.87,85.78,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,12.25
10073.3,0.0,0.0,95.86,86.42,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10083.4,0.0,0.0,95.86,86.45,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.54
10093.6,0.0,0.0,95.86,85.76,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.75,2.15,12.27
10103.7,0.0,0.0,95.86,86.42,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.54
10113.8,0.0,0.0,95.87,86.45,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.54
10123.9,0.0,0.0,95.85,85.7,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,12.25
10134.1,0.0,0.0,95.85,86.47,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.55
10144.2,0.0,0.0,95.86,86.46,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.53
10154.3,0.0,0.0,95.85,85.69,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.75,2.14,12.28
10164.5,0.0,0.0,95.87,86.5,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.52
10174.6,0.0,0.0,95.87,86.43,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.56
10184.7,0.0,0.0,95.86,85.71,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,12.24
10194.9,0.0,0.0,95.85,86.5,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
10205.0,0.0,0.0,95.85,86.37,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.56
10215.1,0.0,0.0,95.86,85.77,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.26
10225.2,0.0,0.0,95.86,86.49,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10235.4,0.0,0.0,95.86,86.43,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.56
10245.5,0.0,0.0,95.86,85.71,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.26
10255.6,0.0,0.0,95.86,86.49,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.53
10265.8,0.0,0.0,95.86,86.32,11.67,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.67
10275.9,0.0,0.0,95.86,85.67,11.57,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,12.31
10286.0,0.0,0.0,95.86,86.51,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
10296.2,0.0,0.0,95.86,86.45,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.53
10306.3,0.0,0.0,95.86,85.67,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.3
10316.4,0.0,0.0,95.86,86.52,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.5
10326.5,0.0,0.0,95.88,86.46,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.55
10336.7,0.0,0.0,95.86,85.68,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,12.26
10346.8,0.0,0.0,95.86,86.5,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10356.9,0.0,0.0,95.87,86.48,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.52
10367.1,0.0,0.0,95.86,85.67,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.3
10377.2,0.0,0.0,95.87,86.51,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
10387.3,0.0,0.0,95.87,85.75,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.26
10397.5,0.0,0.0,95.86,86.44,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.55
10407.6,0.0,0.0,95.87,86.44,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
10417.7,0.0,0.0,95.86,85.75,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.28
10427.8,0.0,0.0,95.85,86.44,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.54
10438.0,0.0,0.0,95.87,86.44,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.52
10448.1,0.0,0.0,95.86,85.75,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,12.27
10458.2,0.0,0.0,95.85,86.41,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.54
10468.4,0.0,0.0,95.86,86.47,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.52
10478.5,0.0,0.0,95.87,85.76,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.27
10488.6,0.0,0.0,95.85,86.42,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.55
10498.8,0.0,0.0,95.86,86.46,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
10508.9,0.0,0.0,95.86,85.76,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.75,2.15,12.28
10519.0,0.0,0.0,95.85,86.35,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,11.56
10529.1,0.0,0.0,95.87,86.52,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
10539.3,0.0,0.0,95.87,85.76,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,12.27
10549.4,0.0,0.0,95.84,86.26,11.63,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.63
10559.5,0.0,0.0,95.88,86.67,11.37,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.37
10569.7,0.0,0.0,95.87,85.9,11.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.09
10579.8,0.0,0.0,95.85,86.64,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.36
10589.9,0.0,0.0,95.86,86.61,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.36
10600.0,0.0,0.0,95.87,85.87,11.39,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,12.12
10610.2,0.0,0.0,95.86,86.6,11.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.35
10620.3,0.0,0.0,95.87,86.67,11.34,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.34
10630.4,0.0,0.0,95.87,85.87,11.41,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.15
10640.6,0.0,0.0,95.86,86.59,11.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.35
10650.7,0.0,0.0,95.86,86.64,11.38,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.38
10660.8,0.0,0.0,95.87,85.87,11.39,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,12.12
10671.0,0.0,0.0,95.87,86.63,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.36
10681.1,0.0,0.0,95.86,86.62,11.37,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.37
10691.2,0.0,0.0,95.84,85.86,11.39,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.75,2.16,12.14
10701.3,0.0,0.0,95.86,86.6,11.37,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.37
10711.5,0.0,0.0,95.86,86.65,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.36
10721.6,0.0,0.0,95.84,85.85,11.42,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.74,2.16,12.16
10731.7,0.0,0.0,95.86,86.6,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.36
10741.9,0.0,0.0,95.86,86.63,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.36
10752.0,0.0,0.0,95.84,85.86,11.37,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.74,2.17,12.11
10762.1,0.0,0.0,95.87,86.62,11.38,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.38
10772.3,0.0,0.0,95.87,86.64,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.36
10782.4,0.0,0.0,95.85,85.92,11.37,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,12.1
10792.5,0.0,0.0,95.87,86.55,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.4
10802.6,0.0,0.0,95.86,86.65,11.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.36
10812.8,0.0,0.0,95.85,85.89,11.38,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.74,2.16,12.12
10822.9,0.0,0.0,95.86,86.31,11.65,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.65
10833.0,0.0,0.0,95.86,86.49,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.51
10843.2,0.0,0.0,95.85,85.66,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,12.28
10853.3,0.0,0.0,95.86,86.49,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.52
10863.4,0.0,0.0,95.86,86.49,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,11.53
10873.6,0.0,0.0,95.86,85.72,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,12.29
10883.7,0.0,0.0,95.86,86.43,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10893.8,0.0,0.0,95.88,86.47,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
10903.9,0.0,0.0,95.85,85.71,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,12.29
