t_s,BTC_TASK,BTU_TASK,IDLE0,IDLE1,audio,btController,esp_timer,hciT,input,ipc0,ipc1,maint,ui,charge_coeur0,charge_coeur1
4401.0,28.73,13.35,27.33,58.04,39.22,19.9,0.79,5.78,0.0,0.0,0.0,2.13,0.8,70.68,40.02
4411.8,28.42,13.1,27.28,58.79,39.4,20.86,0.79,5.72,0.0,0.0,0.0,2.14,0.0,71.03,39.4
4422.6,28.37,13.06,27.22,58.4,39.89,20.92,0.79,5.66,0.0,0.0,0.0,2.2,0.0,71.0,39.89
4433.6,28.56,13.09,26.83,57.8,39.76,21.19,0.8,5.7,0.0,0.0,0.0,2.13,0.8,71.47,40.56
4444.4,28.29,13.13,27.09,59.18,39.12,21.14,0.81,5.7,0.0,0.0,0.0,2.14,0.0,71.21,39.12
4455.3,28.4,13.25,26.53,58.11,39.05,21.2,0.8,5.77,0.0,0.0,0.0,2.14,0.8,71.56,39.85
4466.1,28.51,13.2,26.81,59.26,39.23,21.18,0.81,5.74,0.0,0.0,0.0,2.16,0.0,71.6,39.23
4476.9,28.44,13.26,26.61,59.11,38.99,20.91,0.82,5.82,0.0,0.0,0.0,2.24,0.0,71.49,38.99
4487.8,28.5,13.31,26.39,58.28,38.96,20.94,0.82,5.88,0.0,0.0,0.0,2.21,0.81,71.66,39.77
4498.7,28.71,13.37,26.45,58.8,39.47,20.91,0.82,5.9,0.0,0.0,0.0,2.12,0.0,71.83,39.47
4509.4,28.75,13.44,26.73,59.13,39.55,20.78,0.81,5.98,0.0,0.0,0.0,2.17,0.0,71.93,39.55
4520.3,28.72,13.37,26.77,58.79,38.95,20.74,0.79,5.96,0.0,0.0,0.0,2.16,0.81,71.74,39.76
4531.2,28.64,13.33,26.62,59.01,39.43,20.99,0.79,5.94,0.0,0.0,0.0,2.17,0.0,71.86,39.43
4542.1,27.06,12.88,26.06,59.12,39.02,23.47,0.78,5.69,0.0,0.0,0.0,2.14,0.0,72.02,39.02
4553.0,27.69,13.11,25.42,57.59,39.93,23.59,0.78,5.74,0.0,0.0,0.0,2.11,0.8,73.02,40.73
4564.0,28.05,13.05,25.22,58.57,39.92,23.48,0.77,5.75,0.0,0.0,0.0,2.08,0.0,73.18,39.92
4575.0,28.44,13.07,24.95,57.08,40.49,23.23,0.78,5.76,0.0,0.0,0.0,2.14,0.79,73.42,41.28
4586.0,28.73,13.22,24.94,57.61,41.08,23.08,0.78,5.79,0.0,0.0,0.0,2.13,0.0,73.73,41.08
4597.0,28.83,13.09,24.98,58.59,39.82,22.92,0.76,5.77,0.0,0.0,0.0,2.07,0.0,73.44,39.82
4607.9,0.0,0.0,37.93,64.01,31.25,0.0,0.63,0.0,0.03,0.0,0.03,1.75,2.58,2.38,33.86
4618.0,0.0,0.0,96.59,42.01,35.08,0.0,0.0,0.0,0.02,0.0,0.0,2.9,22.47,2.9,57.55
4628.1,0.0,0.0,96.74,40.5,37.8,0.0,0.0,0.0,0.0,0.0,0.0,2.71,21.05,2.71,58.85
4638.3,0.0,0.0,96.85,39.67,38.56,0.0,0.0,0.0,0.0,0.0,0.0,2.67,21.39,2.67,59.95
4648.4,0.0,0.0,97.04,58.43,38.4,0.0,0.0,0.0,0.0,0.0,0.0,2.16,2.34,2.16,40.74
4658.5,0.0,0.0,97.12,61.9,37.3,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.3
4668.6,0.0,0.0,97.13,62.33,36.89,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.89
4678.7,0.0,0.0,97.08,61.29,37.2,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,37.95
4688.9,0.0,0.0,97.12,61.72,37.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.51
4699.0,0.0,0.0,97.12,61.1,38.1,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,38.1
4709.1,0.0,0.0,97.08,61.51,36.95,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.7
4719.2,0.0,0.0,97.09,62.05,37.11,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.11
4729.4,0.0,0.0,97.09,61.84,37.04,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.28,2.1,37.32
4739.5,0.0,0.0,97.12,61.69,37.12,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.48,2.11,37.6
4749.6,0.0,0.0,97.14,61.72,37.46,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.46
4759.7,0.0,0.0,97.12,61.22,37.32,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.76,2.13,38.08
4769.8,0.0,0.0,97.13,62.1,37.11,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.11
4780.0,0.0,0.0,97.11,62.58,36.64,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.64
4790.1,0.0,0.0,97.09,61.65,36.77,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.52
4800.2,0.0,0.0,97.12,62.41,36.77,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.77
4810.3,0.0,0.0,97.11,62.33,36.93,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.93
4820.5,0.0,0.0,97.06,61.21,37.24,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.77,2.14,38.01
4830.6,0.0,0.0,97.1,61.23,37.93,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.93
4840.7,0.0,0.0,97.1,61.12,38.05,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,38.05
4850.8,0.0,0.0,97.12,60.98,37.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,38.28
4860.9,0.0,0.0,97.1,62.05,37.18,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,37.18
4871.1,0.0,0.0,97.1,62.15,37.09,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.09
4881.2,0.0,0.0,97.11,60.66,37.75,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,38.5
4891.3,0.0,0.0,97.12,61.75,37.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.51
4901.4,0.0,0.0,97.12,62.17,36.98,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.98
4911.6,0.0,0.0,97.11,61.72,36.79,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.76,2.13,37.55
4921.7,0.0,0.0,97.13,62.24,37.01,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,37.01
4931.8,0.0,0.0,97.12,62.28,36.93,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.93
4941.9,0.0,0.0,97.11,61.31,37.18,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,37.93
4952.1,0.0,0.0,97.08,61.7,37.45,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.45
4962.2,0.0,0.0,97.13,61.66,37.52,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.52
4972.3,0.0,0.0,97.1,61.35,37.17,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.92
4982.4,0.0,0.0,97.15,62.13,37.11,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.11
4992.5,0.0,0.0,97.11,62.19,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.0
5002.7,0.0,0.0,97.12,61.35,37.17,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.76,2.12,37.93
5012.8,0.0,0.0,97.1,62.99,36.18,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.18
5022.9,0.0,0.0,97.11,63.07,36.14,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.14
5033.0,0.0,0.0,97.13,61.26,37.26,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.76,2.12,38.02
5043.1,0.0,0.0,97.1,61.55,37.63,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.63
5053.3,0.0,0.0,97.14,61.74,37.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.5
5063.4,0.0,0.0,97.1,61.56,36.86,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.61
5073.5,0.0,0.0,97.15,62.6,36.65,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.65
5083.6,0.0,0.0,97.13,61.78,37.49,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.49
5093.7,0.0,0.0,97.14,61.24,37.25,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,38.0
5103.9,0.0,0.0,97.1,62.21,36.98,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.98
5114.0,0.0,0.0,97.12,62.48,36.68,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.68
5124.1,0.0,0.0,97.09,61.67,36.88,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.63
5134.2,0.0,0.0,97.13,62.16,36.98,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.98
5144.3,0.0,0.0,97.12,62.68,36.58,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.58
5154.5,0.0,0.0,97.12,61.71,36.81,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.56
5164.6,0.0,0.0,97.1,62.27,36.89,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.89
5174.7,0.0,0.0,97.15,62.53,36.74,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.74
5184.8,0.0,0.0,97.09,61.69,36.77,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.77,2.13,37.54
5194.9,0.0,0.0,97.12,62.5,36.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.7
5205.1,0.0,0.0,97.17,63.39,35.88,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,35.88
5215.2,0.0,0.0,97.12,62.47,36.05,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,36.8
5225.3,0.0,0.0,97.12,62.84,36.3,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.3
5235.4,0.0,0.0,97.15,62.67,36.58,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.58
5245.5,0.0,0.0,97.15,61.99,36.52,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.76,2.13,37.28
5255.7,0.0,0.0,97.13,62.75,36.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.51
5265.8,0.0,0.0,97.14,62.15,37.12,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.12
5275.9,0.0,0.0,97.08,61.29,37.16,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.91
5286.0,0.0,0.0,97.13,62.01,37.22,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.22
5296.1,0.0,0.0,97.12,62.08,37.12,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,37.12
5306.3,0.0,0.0,97.1,62.08,36.4,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,37.14
5316.4,0.0,0.0,97.16,62.72,36.55,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.55
5326.5,0.0,0.0,97.1,62.23,36.93,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.93
5336.6,0.0,0.0,97.09,61.92,36.6,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.35
5346.7,0.0,0.0,97.17,62.8,36.38,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.38
5356.9,0.0,0.0,97.15,62.46,36.82,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,36.82
5367.0,0.0,0.0,97.12,61.76,36.72,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.76,2.11,37.48
5377.1,0.0,0.0,97.15,62.71,36.56,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,36.56
5387.2,0.0,0.0,97.12,62.63,36.61,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.61
5397.3,0.0,0.0,97.09,61.74,36.68,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.76,2.14,37.44
5407.5,0.0,0.0,97.09,61.83,37.33,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.33
5417.6,0.0,0.0,97.1,62.16,37.05,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.05
5427.7,0.0,0.0,97.16,62.97,35.63,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,36.38
5437.8,0.0,0.0,97.11,63.34,35.87,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,35.87
5447.9,0.0,0.0,97.08,63.12,36.04,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.04
5458.1,0.0,0.0,97.07,60.4,38.01,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,38.76
5468.2,0.0,0.0,97.09,61.11,38.05,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,38.05
5478.3,0.0,0.0,97.11,61.59,37.65,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.65
5488.4,0.0,0.0,97.11,60.79,37.73,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,38.48
5498.5,0.0,0.0,97.15,61.88,37.39,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,37.39
5508.7,0.0,0.0,97.11,62.02,37.13,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.13
5518.8,0.0,0.0,97.13,61.48,37.04,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.79
5528.9,0.0,0.0,97.08,62.1,37.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.1
5539.0,0.0,0.0,97.1,62.19,36.94,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.94
5549.1,0.0,0.0,97.13,61.33,37.19,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,37.94
5559.3,0.0,0.0,97.12,61.53,37.74,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.74
5569.4,0.0,0.0,97.12,61.46,37.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.7
5579.5,0.0,0.0,97.12,61.32,37.19,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.76,2.11,37.95
5589.6,0.0,0.0,97.14,63.64,35.58,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,35.58
5599.7,0.0,0.0,97.12,62.2,37.05,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.05
5609.9,0.0,0.0,97.12,61.09,37.39,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.76,2.13,38.15
5620.0,0.0,0.0,97.17,62.44,36.78,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.78
5630.1,0.0,0.0,97.12,62.51,36.76,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.76
5640.2,0.0,0.0,97.1,60.86,37.57,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,38.32
5650.3,0.0,0.0,97.11,61.69,37.55,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.55
5660.5,0.0,0.0,97.11,62.34,36.81,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.81
5670.6,0.0,0.0,97.1,61.6,36.92,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.76,2.11,37.68
5680.7,0.0,0.0,97.1,62.15,37.01,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.01
5690.8,0.0,0.0,97.11,61.52,37.7,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.7
5700.9,0.0,0.0,97.07,61.15,37.32,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,38.07
5711.1,0.0,0.0,97.1,62.46,36.7,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.7
5721.2,0.0,0.0,97.13,62.11,37.05,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.05
5731.3,0.0,0.0,97.09,61.61,36.89,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,37.64
5741.4,0.0,0.0,97.12,62.41,36.86,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.86
5751.5,0.0,0.0,97.11,62.49,36.67,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.67
5761.7,0.0,0.0,97.1,61.57,36.94,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.76,2.12,37.7
5771.8,0.0,0.0,97.1,62.24,36.92,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.92
5781.9,0.0,0.0,97.13,62.24,37.03,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.03
5792.0,0.0,0.0,97.13,63.08,35.41,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,36.16
5802.1,0.0,0.0,97.13,62.03,37.13,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,37.13
5812.3,0.0,0.0,97.14,63.04,36.23,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,36.23
5822.4,0.0,0.0,97.12,62.43,36.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,36.83
5832.5,0.0,0.0,97.13,62.11,37.05,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.05
5842.6,0.0,0.0,97.12,62.14,37.14,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,37.14
5852.7,0.0,0.0,97.13,61.47,37.03,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.76,2.13,37.79
5862.9,0.0,0.0,97.14,61.61,37.54,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.54
5873.0,0.0,0.0,97.12,61.94,37.33,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.33
5883.1,0.0,0.0,97.09,61.24,37.17,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,37.92
5893.2,0.0,0.0,97.1,62.24,37.01,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.01
5903.3,0.0,0.0,97.13,62.07,37.14,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.14
5913.5,0.0,0.0,97.11,62.0,36.49,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,37.24
5923.6,0.0,0.0,97.18,62.43,36.84,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.84
5933.7,0.0,0.0,97.12,61.64,37.55,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,37.55
5943.8,0.0,0.0,97.13,60.95,37.55,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,38.3
5953.9,0.0,0.0,97.13,61.91,37.31,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.31
5964.1,0.0,0.0,97.13,62.8,36.4,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,36.4
5974.2,0.0,0.0,97.11,61.43,37.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.84
5984.3,0.0,0.0,97.1,61.97,37.18,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.18
5994.4,0.0,0.0,97.08,61.45,37.31,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.48,2.11,37.79
6004.6,0.0,0.0,97.11,62.16,36.78,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.3,2.11,37.08
6014.7,0.0,0.0,97.13,62.07,37.07,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.07
6024.8,0.0,0.0,97.12,61.63,36.88,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,37.63
6034.9,0.0,0.0,97.14,62.44,36.83,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,36.83
6045.0,0.0,0.0,97.11,62.08,37.08,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,37.08
6055.2,0.0,0.0,97.14,61.15,37.38,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.75,2.1,38.13
6065.3,0.0,0.0,97.14,61.83,37.39,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,37.39
6075.4,0.0,0.0,97.12,61.69,37.55,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,37.55
6085.5,0.0,0.0,97.13,61.46,37.05,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.75,2.11,37.8
6095.6,0.0,0.0,97.14,63.44,35.71,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,35.71
6105.8,0.0,0.0,97.18,65.1,34.17,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,34.17
6115.9,0.0,0.0,97.2,62.86,35.77,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.76,2.1,36.53
6126.0,0.0,0.0,97.14,63.6,35.59,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,35.59
6136.1,0.0,0.0,97.16,63.53,35.72,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,35.72
6146.2,0.0,0.0,97.15,62.91,35.6,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.74,2.11,36.34
6156.4,0.0,0.0,97.14,63.59,35.65,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,35.65
6166.5,0.0,0.0,97.14,63.91,35.34,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,35.34
6176.6,0.0,0.0,97.15,63.23,35.24,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.76,2.11,36.0
6186.7,0.0,0.0,97.12,63.73,35.49,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,35.49
6196.9,0.0,0.0,97.19,64.01,35.23,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,35.23
6207.0,0.0,0.0,97.14,61.93,36.56,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.76,2.12,37.32
6217.1,0.0,0.0,97.07,62.39,36.78,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,36.78
6227.2,0.0,0.0,97.18,65.8,33.52,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,33.52
6237.3,0.0,0.0,95.31,80.09,16.55,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.28
6247.5,0.0,0.0,95.24,81.37,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.06
6257.6,0.0,0.0,95.26,81.26,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.12
6267.7,0.0,0.0,95.27,80.58,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.81
6277.8,0.0,0.0,95.24,81.27,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.08
6288.0,0.0,0.0,95.25,81.26,16.14,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.14
6298.1,0.0,0.0,95.26,80.57,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,16.78
6308.2,0.0,0.0,95.25,81.33,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.1
6318.3,0.0,0.0,95.24,81.26,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
6328.4,0.0,0.0,95.23,80.57,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.82
6338.6,0.0,0.0,95.25,81.24,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
6348.7,0.0,0.0,95.26,81.28,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
6358.8,0.0,0.0,95.25,80.62,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.84
6368.9,0.0,0.0,95.24,81.25,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
6379.0,0.0,0.0,95.25,81.3,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.08
6389.2,0.0,0.0,95.26,80.6,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.79
6399.3,0.0,0.0,95.24,81.29,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
6409.4,0.0,0.0,95.24,81.26,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
6419.5,0.0,0.0,95.24,80.51,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.83
6429.6,0.0,0.0,95.25,81.3,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
6439.8,0.0,0.0,95.25,81.31,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
6449.9,0.0,0.0,95.24,80.58,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.81
6460.0,0.0,0.0,95.25,81.26,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
6470.1,0.0,0.0,95.25,80.83,16.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.51
6480.2,0.0,0.0,95.25,80.28,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.09
6490.4,0.0,0.0,95.24,81.06,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.35
6500.5,0.0,0.0,95.25,80.97,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.4
6510.6,0.0,0.0,95.26,80.32,16.33,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,17.06
6520.7,0.0,0.0,95.24,81.02,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.35
6530.8,0.0,0.0,95.24,81.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.36
6541.0,0.0,0.0,95.25,80.31,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.1
6551.1,0.0,0.0,95.25,80.97,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.37
6561.2,0.0,0.0,95.26,81.03,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.35
6571.3,0.0,0.0,95.23,80.37,16.33,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.73,2.17,17.06
